V1,V2,V3,V4,target
0.500645466,-0.387680695,1.147354797,-0.649184556,0
-0.457415175,0.811010962,-0.780422311,-0.363659643,1
0.859454552,0.545170287,0.621917016,0.628251751,1
1.364870741,0.352715054,2.386618446,1.213200865,1
-1.036048365,0.77305161,-0.270629304,-1.307642834,0
1.164816108,1.86470268,1.698352213,-1.568907679,1
0.765137512,0.832309005,-0.575501306,0.743253593,0
0.583356413,-0.138011214,-1.340969233,-1.727050209,0
-1.740734988,2.168389667,2.057942117,-0.456267927,1
1.281647305,-1.081748176,1.152539308,0.541474968,0
-1.679440745,0.101143215,-0.278763899,0.30661655,0
0.91667146,-1.034945741,-0.037900535,0.353944275,1
0.448111875,2.869438032,1.335728094,-0.268631736,1
0.662373062,1.810999416,0.516551336,0.487064504,1
-0.777938497,-0.046571119,-0.246300898,1.394012202,0
0.168406782,-0.285400214,-2.806869627,-0.697378725,0
-1.588224718,0.449637257,2.493762841,0.473071074,1
-0.039653958,2.793255055,2.17364406,1.087044734,1
1.716529168,0.683461788,-1.303979785,-0.003552735,0
-0.449902132,-0.32576083,1.924754358,0.729705333,1
0.060955677,0.687938241,-0.811870141,-0.210892946,0
1.778216519,1.740282384,1.498483386,-1.226695194,0
1.146232398,1.632844392,-0.404758522,3.653783201,1
0.034495676,1.924305338,0.970478837,0.272056252,1
-0.766082457,0.757094067,-0.135635193,-1.107222352,0
-0.355288434,-1.363371168,-0.211232502,0.600019132,0
-0.031662063,0.701928357,2.529786026,0.097338672,0
2.740931089,0.17011902,0.359129818,-0.108796742,1
-0.948992121,1.097068839,0.708411338,-0.143320607,0
1.270891193,-1.232612516,0.188492035,-0.301945172,0
1.971733079,-0.351347414,0.168524366,0.256129553,1
0.801669242,0.47436239,-0.540512382,-0.386652399,0
0.578285344,0.673291012,-0.498162245,1.5150435,1
-0.484265484,0.28903805,0.76483673,0.427083077,0
-1.163775963,0.547246918,1.445916349,-0.146134502,1
-0.326896672,-0.5927796,0.976192767,1.735043228,1
1.069520566,-1.31322665,-0.265821626,0.835143933,0
0.362133026,0.369849919,0.429649479,1.430617938,0
-0.085686777,1.262275184,0.454857783,0.90984115,1
0.981601073,1.668489257,0.916348956,2.331951063,1
-0.476893316,-0.04868249,-0.556361038,0.658268341,0
1.275907476,0.351515881,-0.698200304,-0.95376029,0
0.079795137,-0.254059592,1.019575294,0.694952855,0
0.469857971,0.539670594,-0.47065687,-0.686673449,0
1.473230375,1.679115463,1.023835263,1.009797169,1
0.650996464,-1.068895471,1.734628644,-0.472390946,1
0.277364796,0.228201454,-0.018122543,1.591725973,0
-0.51699424,0.449123986,-0.277834079,-1.38967354,0
-1.132675986,0.973583454,0.803234114,0.156078283,0
0.551592914,-1.341751816,0.881429025,-0.924757585,1
1.616202387,1.097787661,1.165113659,0.011734503,1
1.96333117,-0.518656058,0.415582315,-0.537837306,1
0.953873873,1.845930303,-0.662497269,2.043440535,1
1.535530858,2.562830256,0.341457763,0.802398713,1
1.313635513,-1.473699972,0.75972201,-0.079900919,0
1.081900387,-1.260847965,-0.026559753,-1.082470727,0
-0.516130565,0.072515418,1.547407196,-0.519063879,0
0.719623773,2.874042971,0.609899598,-0.305309599,1
0.422739436,-0.246251459,2.3043317,0.334055407,1
0.379242778,2.189129311,-1.207656569,0.443606355,1
-0.883556539,0.155387932,1.628044565,-0.749006698,0
2.198607177,-1.691174239,2.11129182,0.283464296,1
-0.520361395,-0.1116502,0.545700989,0.380562899,0
-0.37373619,2.458392305,0.39987668,2.436425958,0
-0.269370471,-0.276622124,-0.43917493,-0.00316417,0
1.583433771,-0.357722265,-0.511998095,-0.804838387,0
1.20398201,0.681429397,-0.220286286,-0.07222257,0
-0.234233674,0.479316805,-1.202931094,-0.068744223,1
1.48292443,0.097146632,-0.327986163,-2.349157306,0
1.857831312,0.958795901,0.899401334,-1.72112644,0
-1.430832412,1.195299713,1.011528915,0.950326775,1
-0.873539578,0.861239994,0.652774901,-0.384124568,1
1.158257059,-0.420974999,1.341104186,1.128248004,1
0.775559138,-0.907165094,0.701362825,-0.836987686,0
-0.977961964,0.677150087,-0.528429997,1.527701375,1
0.800680424,-1.88698353,0.16639423,0.682970277,1
-0.011917447,-0.484831821,-0.298176463,-0.375396709,0
0.087372442,1.845889991,0.777556295,-0.824172143,0
-0.599395407,1.344841803,1.562439413,0.794839618,1
-1.509052399,0.727067141,-0.556426556,-0.282871255,0
1.443116675,-1.793251342,-0.190028666,1.656439866,1
0.334311215,-0.994529779,1.405472475,-0.013290374,1
0.512347056,0.541483614,1.396592099,0.445321868,0
-2.294780877,-1.876496425,-1.436685696,-0.834494593,0
-0.61599891,-0.60700913,0.529749487,0.269416324,0
0.813295232,0.241212139,0.090910642,1.635289953,1
-1.33176423,-0.572461703,1.196250031,-1.171552178,0
0.664336943,-0.311445408,0.025977592,-0.916948461,0
-0.13019054,-0.729452422,2.019100945,1.008984175,1
2.062325602,0.474020736,0.595670348,1.535121144,1
0.955506474,0.673725143,0.724644236,-0.670722613,0
-0.71757736,-1.692001841,-0.374561752,-0.585436396,1
-0.386095205,-0.371159312,0.752423058,0.653242224,0
1.0592026,-1.365109152,-0.102885227,0.325594119,1
0.828758465,1.040922957,-3.371578781,1.529168646,0
-0.995480504,2.257484471,-1.164355243,0.697386301,0
1.863629798,1.668018382,-0.233360968,1.749672175,1
2.550028364,-0.199810094,1.144291316,3.547750775,1
-0.319306197,0.521349903,-0.039514173,1.41017612,1
0.016021195,0.999626895,-0.629366181,-2.177098681,0
1.295861237,-2.184056566,1.13805932,0.749493669,0
0.374061412,1.728505047,1.484264429,1.363173862,1
0.516911135,-0.291876223,1.028462237,-0.203799155,0
-0.755003588,-0.318255554,1.234108232,2.21953128,0
-0.366156896,2.37096351,-1.471398367,-1.200199223,1
0.562676201,-0.678997568,1.050520072,0.436943751,0
0.819419576,0.127848763,2.271623168,0.166510498,1
-0.545783092,-0.286205789,-0.074182852,-0.080433823,0
0.516950561,-0.622548511,1.044220609,0.504649331,0
0.589338423,-1.681325497,1.900744632,-1.748307818,0
-1.002867635,-0.024495912,-0.361870908,-0.059487523,0
0.704279241,1.049507877,-0.248070765,0.888311268,1
0.264193644,-0.025117973,0.640483346,0.981105337,1
1.581852118,0.114512357,-0.268211211,1.359560818,0
-0.343122026,-0.967534105,-0.155611962,0.240426596,0
1.768285924,-1.450896225,0.495668673,0.93852564,1
0.262780453,0.690839921,0.254223295,1.30040555,1
-1.053463076,1.047798571,-0.085384779,1.107364898,0
1.5289954,1.638988474,1.417033798,0.20013957,1
0.243156412,2.401847385,0.734932337,0.225102826,1
0.517100505,0.342650987,0.704799826,0.569704506,1
1.215040575,1.10743172,-0.396679549,1.482353986,1
2.356046395,0.920852731,1.15246297,1.642067933,1
-0.533326751,0.386434334,0.52630314,1.081259401,1
0.018160872,0.737971338,-0.722791555,0.23910335,0
-0.359695671,-2.94025814,-1.232600902,0.116719192,0
1.046119659,1.049194023,-1.412094167,1.084724666,1
0.13132519,1.45524942,0.010276891,1.396742543,1
-0.408963122,-1.152669596,0.910716344,-0.783337414,0
0.080866457,-1.119945923,0.249212111,1.402661986,0
1.416343697,-0.544592768,0.185354634,1.545341714,1
-1.076895556,-0.916495429,0.745621402,-1.022973818,0
-1.35133947,0.307336968,-0.492652224,-1.074567469,0
1.197078677,1.954360115,-1.588216109,0.314347399,0
1.20867932,-0.139241471,1.525349529,0.146644152,1
1.799693286,1.377436396,3.349301184,0.358309955,1
0.238315448,0.848452087,0.751012155,0.774201079,0
-0.580731712,0.030128119,2.458209323,1.223540346,1
-1.167091359,-0.203443717,-0.127747163,-1.405516091,0
0.672701158,-0.315515714,-1.376331841,0.121176041,0
0.084915811,-0.193495026,-0.262942131,-1.614746851,0
1.415189361,1.62140754,2.862443088,0.605912803,1
-0.808475683,0.310019763,-1.078557991,0.03030725,0
-0.590592452,-0.748469669,-0.508884482,0.627672102,0
2.646163499,0.079644326,3.558589221,-0.330436534,1
0.058520215,0.318415253,0.132737272,-0.086120326,1
0.369428419,-0.010664224,-0.660679955,1.171398151,1
2.309814835,1.279452936,2.940058586,0.580719068,0
0.758073824,-0.07466014,0.271777719,0.66790237,0
0.569615842,2.064154174,2.043201981,1.495600344,1
-0.208167154,-0.750177615,0.760153132,-0.05155318,0
0.831083479,-0.733181539,1.445787156,-0.363173028,1
0.322958993,-1.355798034,-0.694621527,0.444348838,1
-0.317165787,0.926120865,0.046465173,-0.378569397,0
-0.378744132,-0.250749275,-0.497499573,-1.267197957,0
-0.444246658,1.1805684,2.115065053,-0.872017039,1
0.734638881,2.125058281,0.36442637,-0.333833588,1
-1.038356736,0.072453101,1.074638905,0.437953067,0
1.874896745,1.339215803,0.058841911,-0.141201466,1
-1.758495531,1.817662304,-0.815506754,1.510956236,0
-0.11515789,0.772289051,-1.19524656,-0.466024057,0
-1.097947918,-0.152458796,0.907583619,1.162527762,0
0.28496839,2.081150551,-0.85661691,3.032838149,1
1.096496121,1.7694118,0.827187369,1.057744717,1
0.635374883,0.835300649,1.480976812,1.633147742,1
-0.861048641,-0.941084463,0.9432309,-0.099974726,0
0.258312917,1.657165673,1.568845479,0.371093963,1
1.429867791,-0.085382157,-0.757276534,-0.957126022,1
0.377807769,-0.232262047,-0.461644839,0.606499237,0
-1.262242855,0.576525449,0.782059898,0.211861346,0
-1.142056004,1.443824725,0.406311794,-0.328517288,1
1.410791415,-1.734139472,0.025343599,-1.212884257,0
0.487733355,1.519936539,0.864913021,0.32447851,1
1.609128157,-1.011807108,0.273569985,1.528514782,0
-1.586677701,0.079445855,0.07436541,-1.401371809,0
0.145837228,1.867302683,1.227041375,0.254715167,0
-0.477104414,0.044153802,-1.31372351,1.454065227,0
1.762802981,-0.373608527,0.652122444,1.591917404,1
0.460298899,0.189747993,0.94384862,1.325846355,1
-1.093267141,-0.810259256,-0.825993229,-0.584564313,0
0.609155037,0.519950611,0.710663525,-2.130963545,0
-0.04917262,0.141895434,0.933365666,1.543537626,1
-0.142532933,-0.152666974,0.371389209,0.642788513,1
-0.548384899,1.263091516,-0.150117727,-0.530246507,0
0.73289274,-0.398988647,0.71329832,-2.520209606,0
0.85728104,2.148047882,2.415717428,0.351322701,1
2.520897384,0.052236909,-0.304157668,1.907769081,1
-0.930592146,0.201006419,-0.29446012,-0.049968759,0
-1.880072182,0.869144132,1.303274257,-1.335176879,0
0.795403118,0.573682543,0.927438529,1.090069078,1
1.454434583,1.127721871,-0.46810456,-0.228346676,0
-0.658714605,1.590609126,1.692497434,0.967445615,1
0.172486869,1.303991413,0.322201869,-0.006578131,1
2.804753269,1.00106258,0.847971142,1.199372783,1
-0.185181029,-0.002554549,1.299051602,0.690317939,1
1.185058508,2.107251114,1.417593866,-1.083203008,1
-0.821910612,0.463748081,-1.505455797,2.958500557,0
0.876133735,0.560167871,1.884839689,0.08338295,1
-1.012132983,-0.761612489,-0.543736511,1.883493946,0
1.597578337,-0.641801889,0.28982238,0.289631593,1
1.227392462,0.132264391,2.031772796,0.923815776,1
1.545090623,0.722544221,0.556794432,0.347453415,1
-0.263638666,0.751631762,0.086702507,1.523212178,0
1.777783838,1.224371888,1.025061692,0.781678824,1
-0.062617652,0.105276876,-0.268491363,-0.228624216,0
1.590186707,2.72037163,1.933794592,2.626357964,1
0.269127522,-1.019698661,0.05696114,1.72690091,1
-0.026375914,2.284802265,1.063475175,0.135577189,1
-0.526789304,-0.907304335,-0.445881813,0.946713817,0
1.071561759,-0.10480613,-0.325230112,0.470125817,1
-0.273449971,0.36453505,-0.206107754,-1.416603405,0
-0.593614535,1.464889816,0.23183685,0.856369918,0
-0.659263627,-0.082572027,1.040437035,0.834811629,1
0.510542581,0.756130292,0.00516735,2.11743162,0
1.230874852,0.396175799,-1.009937839,-0.995312897,0
-0.628004393,0.383951681,1.865228399,-0.611651365,1
-1.040483143,-0.748413138,-1.558143485,-0.531926375,0
1.021946268,0.000244376,0.489803617,1.234467405,0
0.026908667,-0.778583514,-1.016188027,2.22180999,0
1.091007741,0.205116701,0.363624119,0.854488127,1
-0.078132804,1.995857826,1.489758278,0.702388219,1
0.477076639,-0.688729935,0.066813119,-1.709437859,0
0.894233318,-2.623078286,-1.558245349,-0.343069551,0
1.113296384,-0.481816997,-0.347177789,-1.249341627,0
0.440360895,1.652513455,1.57849645,1.779966838,0
-1.35999536,1.060600787,-1.219964604,0.432891739,0
0.561997224,0.426830547,1.361680157,0.886401711,1
0.127373941,0.325429991,0.566726231,-2.197029456,0
-1.192684162,-0.05960227,-2.296877046,-0.832885368,0
-0.335222062,2.718644453,-0.35561864,0.940555038,1
-1.485320296,-0.409381302,0.753618137,2.847452596,0
0.649610649,-0.110852942,0.297254198,1.00994672,0
-0.165440288,1.178359842,3.080489721,1.811965605,1
1.028461137,0.394283566,-1.054538563,2.462106803,1
1.565007205,1.139557533,-0.73140111,0.728227208,1
-0.009929105,2.534489334,-1.777582135,0.552467873,0
1.82685704,2.496235754,0.517277259,0.582761211,1
-1.206780248,-1.543321481,-0.664793446,-0.904073634,0
-0.679634667,0.971765054,-0.635775132,0.613335422,0
1.044698316,0.99998201,1.94265273,0.165022714,1
-0.286184772,0.609319336,0.454858359,1.767397724,1
1.822268095,-0.198413295,-0.298585294,1.989408436,0
-0.952807915,-0.508004916,0.60256035,1.92077315,0
0.694026688,-0.239942495,-1.417845405,0.747717842,0
2.349505186,1.308492114,1.413898831,-0.019248957,1
1.722696914,0.788154179,0.386112717,1.62828792,1
1.442259108,1.823576032,1.363680147,0.088041183,1
-0.389029625,-0.429781294,0.781349218,-1.509514295,0
-0.91054019,-1.755185258,0.683514656,-0.637950568,0
0.058075567,-1.086608941,-0.218694474,0.213796945,0
-2.228350044,-0.6397525,0.683870534,0.122773214,1
-0.251607189,-0.284810558,1.332049118,-0.248016823,0
1.451517139,-0.16020531,1.617651381,0.856856072,1
1.211299639,0.287470734,1.359338163,2.753153588,1
1.773079403,0.478392074,0.730982642,-1.269423662,0
-0.024756243,-1.23969932,-0.252819005,-1.307557626,0
0.980780648,1.607415934,0.59219553,2.450440771,1
-1.530894691,-0.386958773,-0.267136415,0.973951701,0
0.812189121,-0.184719593,1.337399659,-0.132596783,1
1.126987402,2.003488015,0.419089021,0.124237078,1
-0.07752469,1.854067089,1.401367398,-0.88876973,1
2.437931804,0.212839471,-0.180180308,2.828106689,1
0.728574755,-0.958063325,0.328751326,0.166583339,1
0.312539721,0.684236356,1.452190392,-1.087192899,0
0.397258932,-0.74707481,-0.226649795,-0.372252522,0
0.100631253,0.618211128,1.024898808,2.000930293,0
-0.232724221,-0.043847058,-1.584153219,1.28891168,0
-0.073359108,0.29509671,0.208368616,-0.241173433,0
0.956079136,0.24444733,0.280203562,0.675698147,1
-0.024630294,1.735680601,0.398836826,1.524575857,1
2.770510024,0.898625709,1.170987885,-0.505737833,0
0.10947103,-0.347789282,-0.551708355,1.864428937,0
1.365433631,0.86793743,0.664414364,1.860277948,1
0.227149562,0.662690276,1.237599343,0.823492779,1
0.578153517,-3.08134591,0.340578204,-0.694079674,0
0.238600334,1.611430121,0.503646253,0.31296939,1
-0.951981422,1.034526451,1.644525158,0.790677396,1
0.778465463,-0.347439571,-1.867967904,-0.55548921,0
0.803240902,-0.020993509,-0.567640168,0.523715725,1
-0.988132272,1.212076532,1.04863291,-1.025121197,0
-1.044349091,1.961119377,-1.260912337,1.890510046,1
1.188020959,1.037113538,0.33898329,2.640652274,1
1.051839356,-0.662238717,-0.966494164,2.506766403,1
1.818759263,0.760070465,-0.221902258,0.093817195,1
-0.367105181,-0.599533718,0.196698872,-0.271505776,0
-0.326772089,-0.1841064,0.38587044,0.528728146,0
-0.328729419,-1.325212682,-0.239512466,-0.011010401,0
2.006355095,2.298937596,0.875100918,1.57993864,1
-0.34464489,0.396923393,-0.270579147,-0.491578094,0
0.86870099,1.970442504,0.206633896,0.374127102,1
-0.24957144,0.758676129,0.247152658,1.103549454,0
0.961795669,-0.187167485,0.158124385,-0.128015031,1
0.897051755,0.789157579,0.596492082,2.071514783,1
-0.334958998,0.82216083,0.501406411,0.161299006,1
0.549479624,-0.788946013,1.455978004,1.297922876,1
-2.306689312,-0.890254724,0.096613462,0.153999445,0
0.443004293,-0.518415802,0.619870176,-1.415772045,0
-0.748715844,-0.438843482,-0.174938777,0.925502816,0
0.757380612,0.013226767,1.312036531,-1.089157192,0
-1.502569074,0.13112063,0.789091602,-1.300533461,0
0.096604682,1.022391402,-0.827160494,0.001835238,0
1.126662497,1.071077946,0.764495679,0.94873372,1
-1.138009826,0.241184905,1.24185634,0.591972945,0
-1.754306685,-1.492246537,0.967657413,-0.148350766,0
-0.386765945,-1.09244732,-0.083764861,0.150814943,0
1.991336013,-1.419947341,-1.093791661,1.762950867,1
-1.746955006,0.423558012,1.179883098,-0.919356369,0
0.247429079,-0.665363732,0.133709777,2.117458936,0
-1.114583238,0.361359028,1.919403236,1.277392973,0
1.020445011,0.057859231,1.521279088,1.761985366,1
0.54066997,-1.188035524,2.104028073,-2.046890022,0
0.633713173,-0.677515892,-0.078311807,-0.124023686,1
1.627776481,1.348119468,-0.835267755,1.304965125,1
-0.441580915,-0.346905823,0.98696662,-0.424294949,1
0.474324028,-1.390466953,-1.221130144,0.237824071,0
-0.060246468,0.548987949,1.328209968,0.872467251,0
-0.226681003,0.411147234,-0.073579287,-1.547834728,0
-0.426950359,1.132093996,-0.768647772,-2.204624091,0
-0.684190809,-1.144915771,-0.941130199,1.435542895,0
1.929282127,2.912141574,2.264518679,0.690111874,1
0.143582865,-0.522440158,2.743654347,0.77220292,1
0.338563717,-0.434104282,1.329576312,1.011530795,0
1.644191307,-1.209068203,0.083358477,-0.858008467,0
1.225408533,1.571690596,0.003895949,1.208960486,1
1.345872235,0.123316744,1.112068041,0.184231516,1
-1.434797667,-1.23003664,1.329044812,1.122392342,0
2.521659678,1.82462671,1.314343331,1.256797217,1
1.120639825,0.821802968,-0.151701437,0.077115957,0
0.287301916,0.535608558,0.707484613,-0.014727376,0
